GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0043436	oxoacid metabolic process	1326	15	6.68	0.0028	1.264e-01	P	AT1G08090, AT1G08510, AT1G08630, AT1G22020, AT1G24100, AT1G36370, AT1G64660, AT2G15620, AT2G34770, AT3G01120, AT3G05970, AT3G16150, AT4G34350, AT5G20410, AT5G27600	NRT21_ARATH, FATB_ARATH, THA1_ARATH, GLYC6_ARATH, U74B1_ARATH, GLYC7_ARATH, MGL_ARATH, NIR_ARATH, FAH1_ARATH, CGS1_ARATH, LACS6_ARATH, ASPGB_ARATH, ISPH_ARATH, MGDG2_ARATH, LACS7_ARATH
GO:0009742	brassinosteroid mediated signaling pathway	56	3	0.28	0.00285	1.264e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0043401	steroid hormone mediated signaling pathway	56	3	0.28	0.00285	1.264e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0071383	cellular response to steroid hormone stimulus	56	3	0.28	0.00285	1.264e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0006082	organic acid metabolic process	1330	15	6.7	0.00288	1.267e-01	P	AT1G08090, AT1G08510, AT1G08630, AT1G22020, AT1G24100, AT1G36370, AT1G64660, AT2G15620, AT2G34770, AT3G01120, AT3G05970, AT3G16150, AT4G34350, AT5G20410, AT5G27600	NRT21_ARATH, FATB_ARATH, THA1_ARATH, GLYC6_ARATH, U74B1_ARATH, GLYC7_ARATH, MGL_ARATH, NIR_ARATH, FAH1_ARATH, CGS1_ARATH, LACS6_ARATH, ASPGB_ARATH, ISPH_ARATH, MGDG2_ARATH, LACS7_ARATH
GO:0006812	cation transport	588	9	2.96	0.00299	1.296e-01	P	AT1G42540, AT2G22500, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G49630, AT5G57110	GLR33_ARATH, PUMP5_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, AAP6_ARATH, ACA8_ARATH
GO:0048545	response to steroid hormone	57	3	0.29	0.00299	1.296e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0009791	post-embryonic development	1620	17	8.16	0.0032	1.376e-01	P	AT1G01550, AT1G03870, AT1G08090, AT1G14720, AT1G19180, AT1G23080, AT1G75390, AT2G25930, AT3G18830, AT3G51550, AT4G02380, AT4G30200, AT4G37470, AT5G24470, AT5G49180, AT5G54380, AT5G57660	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, XTH28_ARATH, TI10A_ARATH, PIN7_ARATH, BZP44_ARATH, ELF3_ARATH, PLT5_ARATH, FERON_ARATH, SAG21_ARATH, VIL2_ARATH, KAI2_ARATH, APRR5_ARATH, PME58_ARATH, THE1_ARATH, COL5_ARATH
GO:0001676	long-chain fatty acid metabolic process	17	2	0.09	0.00326	1.392e-01	P	AT3G05970, AT5G27600	LACS6_ARATH, LACS7_ARATH
GO:0071367	cellular response to brassinosteroid stimulus	59	3	0.3	0.0033	1.398e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0072507	divalent inorganic cation homeostasis	61	3	0.31	0.00363	1.513e-01	P	AT1G42540, AT3G51860, AT4G35290	GLR33_ARATH, CAX3_ARATH, GLR32_ARATH
GO:0009970	cellular response to sulfate starvation	18	2	0.09	0.00365	1.513e-01	P	AT1G19920, AT1G64660	APS2_ARATH, MGL_ARATH
GO:0071230	cellular response to amino acid stimulus	18	2	0.09	0.00365	1.513e-01	P	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0071214	cellular response to abiotic stimulus	203	5	1.02	0.0037	1.523e-01	P	AT1G19180, AT1G64660, AT2G25930, AT4G02380, AT5G19770	TI10A_ARATH, MGL_ARATH, ELF3_ARATH, SAG21_ARATH, TBA3_ARATH
GO:1901606	alpha-amino acid catabolic process	63	3	0.32	0.00397	1.622e-01	P	AT1G08630, AT1G64660, AT3G16150	THA1_ARATH, MGL_ARATH, ASPGB_ARATH
GO:0007623	circadian rhythm	128	4	0.64	0.00405	1.628e-01	P	AT2G25930, AT4G15920, AT4G30200, AT5G24470	ELF3_ARATH, SWT17_ARATH, VIL2_ARATH, APRR5_ARATH
GO:0007215	glutamate receptor signaling pathway	19	2	0.1	0.00407	1.628e-01	P	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0035235	ionotropic glutamate receptor signaling pathway	19	2	0.1	0.00407	1.628e-01	P	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0001558	regulation of cell growth	66	3	0.33	0.00453	1.692e-01	P	AT3G51550, AT5G15580, AT5G54380	FERON_ARATH, LNG1_ARATH, THE1_ARATH
GO:0009063	cellular amino acid catabolic process	66	3	0.33	0.00453	1.692e-01	P	AT1G08630, AT1G64660, AT3G16150	THA1_ARATH, MGL_ARATH, ASPGB_ARATH
GO:0009611	response to wounding	217	5	1.09	0.00491	1.692e-01	P	AT1G19180, AT1G42540, AT4G02380, AT4G37760, AT5G47240	TI10A_ARATH, GLR33_ARATH, SAG21_ARATH, ERG16_ARATH, NUDT8_ARATH
GO:0009269	response to desiccation	21	2	0.11	0.00496	1.692e-01	P	AT1G44170, AT1G76180	AL3H1_ARATH, ERD14_ARATH
GO:0031667	response to nutrient levels	218	5	1.1	0.005	1.692e-01	P	AT1G19920, AT1G64660, AT3G08860, AT4G15920, AT5G20410	APS2_ARATH, MGL_ARATH, AGT23_ARATH, SWT17_ARATH, MGDG2_ARATH
GO:0098662	inorganic cation transmembrane transport	315	6	1.59	0.00531	1.766e-01	P	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0048731	system development	1996	19	10.05	0.00531	1.766e-01	P	AT1G01550, AT1G03870, AT1G08090, AT1G12950, AT1G14720, AT1G19180, AT1G23080, AT1G70940, AT2G01420, AT2G25930, AT3G18830, AT3G51550, AT4G02380, AT4G18710, AT4G30200, AT5G04340, AT5G26751, AT5G49180, AT5G57660	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, DTX31_ARATH, XTH28_ARATH, TI10A_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, ELF3_ARATH, PLT5_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, VIL2_ARATH, ZAT6_ARATH, KSG1_ARATH, PME58_ARATH, COL5_ARATH
GO:0055062	phosphate ion homeostasis	22	2	0.11	0.00544	1.788e-01	P	AT3G51860, AT5G04340	CAX3_ARATH, ZAT6_ARATH
GO:0072506	trivalent inorganic anion homeostasis	22	2	0.11	0.00544	1.788e-01	P	AT3G51860, AT5G04340	CAX3_ARATH, ZAT6_ARATH
GO:0009058	biosynthetic process	6668	47	33.57	0.0059	1.928e-01	P	AT1G08465, AT1G08510, AT1G08630, AT1G19180, AT1G19920, AT1G24100, AT1G64660, AT1G64900, AT1G69500, AT1G75390, AT2G03590, AT2G07050, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT3G01120, AT3G01220, AT3G03470, AT3G08860, AT3G10330, AT3G20770, AT3G26300, AT3G28917, AT3G54500, AT3G58680, AT4G08350, AT4G12430, AT4G14540, AT4G15250, AT4G19010, AT4G22260, AT4G22590, AT4G27130, AT4G30200, AT4G34350, AT4G37760, AT4G38460, AT5G04340, AT5G20410, AT5G24470, AT5G43700, AT5G49180, AT5G52510, AT5G57660	YAB2_ARATH, FATB_ARATH, THA1_ARATH, TI10A_ARATH, APS2_ARATH, U74B1_ARATH, MGL_ARATH, C89A2_ARATH, C70B1_ARATH, BZP44_ARATH, UPS1_ARATH, CAS1_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, AGT23_ARATH, TF2B2_ARATH, EIN3_ARATH, C71BV_ARATH, MIF2_ARATH, LNK2_ARATH, MBF1B_ARATH, SPT51_ARATH, TPPF_ARATH, NFYB3_ARATH, COL11_ARATH, 4CLL6_ARATH, AOX4_ARATH, TPPG_ARATH, SUI11_ARATH, VIL2_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, ZAT6_ARATH, MGDG2_ARATH, APRR5_ARATH, IAA4_ARATH, PME58_ARATH, SCL8_ARATH, COL5_ARATH
GO:0006595	polyamine metabolic process	23	2	0.12	0.00594	1.930e-01	P	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0009629	response to gravity	74	3	0.37	0.00623	2.013e-01	P	AT1G42540, AT1G70940, AT5G19770	GLR33_ARATH, PIN3_ARATH, TBA3_ARATH
GO:0005975	carbohydrate metabolic process	1309	14	6.59	0.0063	2.024e-01	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT3G05610, AT3G23920, AT4G12430, AT4G14130, AT4G18990, AT4G22590, AT4G25810, AT5G18670, AT5G49180	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, SDF2_ARATH, PME21_ARATH, BAM1_ARATH, TPPF_ARATH, XTH15_ARATH, XTH29_ARATH, TPPG_ARATH, XTH23_ARATH, BAM9_ARATH, PME58_ARATH
GO:0072505	divalent inorganic anion homeostasis	24	2	0.12	0.00646	2.056e-01	P	AT3G51860, AT5G04340	CAX3_ARATH, ZAT6_ARATH
GO:0009624	response to nematode	75	3	0.38	0.00647	2.056e-01	P	AT3G51860, AT5G38030, AT5G57110	CAX3_ARATH, DTX30_ARATH, ACA8_ARATH
GO:0019725	cellular homeostasis	437	7	2.2	0.00676	2.136e-01	P	AT1G42540, AT2G36830, AT3G51860, AT4G26160, AT4G35100, AT4G35290, AT5G39865	GLR33_ARATH, TIP11_ARATH, CAX3_ARATH, TRL21_ARATH, PIP27_ARATH, GLR32_ARATH, Y5986_ARATH
GO:0006575	cellular modified amino acid metabolic process	149	4	0.75	0.0069	2.164e-01	P	AT1G22020, AT1G36370, AT1G64660, AT3G01120	GLYC6_ARATH, GLYC7_ARATH, MGL_ARATH, CGS1_ARATH
GO:0005992	trehalose biosynthetic process	25	2	0.13	0.007	2.164e-01	P	AT4G12430, AT4G22590	TPPF_ARATH, TPPG_ARATH
GO:0010167	response to nitrate	25	2	0.13	0.007	2.164e-01	P	AT1G08090, AT2G15620	NRT21_ARATH, NIR_ARATH
GO:0071417	cellular response to organonitrogen compound	25	2	0.13	0.007	2.164e-01	P	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0009086	methionine biosynthetic process	26	2	0.13	0.00755	2.285e-01	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0009593	detection of chemical stimulus	26	2	0.13	0.00755	2.285e-01	P	AT4G18710, AT4G26160	KSG7_ARATH, TRL21_ARATH
GO:0043200	response to amino acid	26	2	0.13	0.00755	2.285e-01	P	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0055083	monovalent inorganic anion homeostasis	26	2	0.13	0.00755	2.285e-01	P	AT3G51860, AT5G04340	CAX3_ARATH, ZAT6_ARATH
GO:0009653	anatomical structure morphogenesis	934	11	4.7	0.00767	2.309e-01	P	AT1G12950, AT1G68090, AT1G69500, AT1G70940, AT2G25930, AT3G18830, AT4G18710, AT4G38400, AT5G15580, AT5G26751, AT5G54380	DTX31_ARATH, ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, ELF3_ARATH, PLT5_ARATH, KSG7_ARATH, EXLA2_ARATH, LNG1_ARATH, KSG1_ARATH, THE1_ARATH
GO:0048869	cellular developmental process	1070	12	5.39	0.00788	2.360e-01	P	AT1G03870, AT1G08465, AT1G12950, AT1G68090, AT1G69500, AT1G70940, AT2G25930, AT2G35940, AT4G18710, AT4G38400, AT5G15580, AT5G54380	FLA9_ARATH, YAB2_ARATH, DTX31_ARATH, ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, ELF3_ARATH, BLH1_ARATH, KSG7_ARATH, EXLA2_ARATH, LNG1_ARATH, THE1_ARATH
GO:0019752	carboxylic acid metabolic process	1209	13	6.09	0.00805	2.366e-01	P	AT1G08510, AT1G08630, AT1G22020, AT1G24100, AT1G36370, AT1G64660, AT2G34770, AT3G01120, AT3G05970, AT3G16150, AT4G34350, AT5G20410, AT5G27600	FATB_ARATH, THA1_ARATH, GLYC6_ARATH, U74B1_ARATH, GLYC7_ARATH, MGL_ARATH, FAH1_ARATH, CGS1_ARATH, LACS6_ARATH, ASPGB_ARATH, ISPH_ARATH, MGDG2_ARATH, LACS7_ARATH
GO:0005991	trehalose metabolic process	27	2	0.14	0.00813	2.366e-01	P	AT4G12430, AT4G22590	TPPF_ARATH, TPPG_ARATH
GO:0019344	cysteine biosynthetic process	27	2	0.14	0.00813	2.366e-01	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0042631	cellular response to water deprivation	27	2	0.14	0.00813	2.366e-01	P	AT1G64660, AT4G02380	MGL_ARATH, SAG21_ARATH
GO:0071462	cellular response to water stimulus	27	2	0.14	0.00813	2.366e-01	P	AT1G64660, AT4G02380	MGL_ARATH, SAG21_ARATH
GO:0098655	cation transmembrane transport	345	6	1.74	0.00815	2.366e-01	P	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0051704	multi-organism process	1651	16	8.31	0.00889	2.557e-01	P	AT1G19180, AT1G24100, AT1G42540, AT1G68090, AT2G25110, AT2G35940, AT3G20770, AT3G21180, AT3G51550, AT3G51860, AT4G02380, AT4G18710, AT4G37470, AT4G38400, AT5G38030, AT5G57110	TI10A_ARATH, U74B1_ARATH, GLR33_ARATH, ANXD5_ARATH, SDF2_ARATH, BLH1_ARATH, EIN3_ARATH, ACA9_ARATH, FERON_ARATH, CAX3_ARATH, SAG21_ARATH, KSG7_ARATH, KAI2_ARATH, EXLA2_ARATH, DTX30_ARATH, ACA8_ARATH
GO:0042742	defense response to bacterium	352	6	1.77	0.00894	2.557e-01	P	AT1G19180, AT1G24100, AT1G42540, AT2G25110, AT3G20770, AT4G02380	TI10A_ARATH, U74B1_ARATH, GLR33_ARATH, SDF2_ARATH, EIN3_ARATH, SAG21_ARATH
GO:1901605	alpha-amino acid metabolic process	352	6	1.77	0.00894	2.557e-01	P	AT1G08630, AT1G22020, AT1G36370, AT1G64660, AT3G01120, AT3G16150	THA1_ARATH, GLYC6_ARATH, GLYC7_ARATH, MGL_ARATH, CGS1_ARATH, ASPGB_ARATH
GO:0006555	methionine metabolic process	29	2	0.15	0.00934	2.574e-01	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0046653	tetrahydrofolate metabolic process	29	2	0.15	0.00934	2.574e-01	P	AT1G22020, AT1G36370	GLYC6_ARATH, GLYC7_ARATH
GO:0008610	lipid biosynthetic process	583	8	2.94	0.00948	2.574e-01	P	AT1G08510, AT2G07050, AT2G34770, AT4G22260, AT4G34350, AT4G37760, AT4G38460, AT5G20410	FATB_ARATH, CAS1_ARATH, FAH1_ARATH, AOX4_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, MGDG2_ARATH
GO:0044272	sulfur compound biosynthetic process	164	4	0.83	0.0096	2.574e-01	P	AT1G19920, AT1G24100, AT1G64660, AT3G01120	APS2_ARATH, U74B1_ARATH, MGL_ARATH, CGS1_ARATH
GO:0040008	regulation of growth	256	5	1.29	0.00968	2.574e-01	P	AT1G70940, AT3G51550, AT5G15580, AT5G18080, AT5G54380	PIN3_ARATH, FERON_ARATH, LNG1_ARATH, SAU24_ARATH, THE1_ARATH
GO:0044281	small molecule metabolic process	1964	18	9.89	0.00968	2.574e-01	P	AT1G08090, AT1G08510, AT1G08630, AT1G22020, AT1G24100, AT1G36370, AT1G64660, AT2G03590, AT2G15620, AT2G34770, AT3G01120, AT3G05970, AT3G16150, AT4G19010, AT4G34350, AT4G37760, AT5G20410, AT5G27600	NRT21_ARATH, FATB_ARATH, THA1_ARATH, GLYC6_ARATH, U74B1_ARATH, GLYC7_ARATH, MGL_ARATH, UPS1_ARATH, NIR_ARATH, FAH1_ARATH, CGS1_ARATH, LACS6_ARATH, ASPGB_ARATH, 4CLL6_ARATH, ISPH_ARATH, ERG16_ARATH, MGDG2_ARATH, LACS7_ARATH
GO:0009741	response to brassinosteroid	87	3	0.44	0.00972	2.574e-01	P	AT3G51550, AT4G18710, AT5G54380	FERON_ARATH, KSG7_ARATH, THE1_ARATH
GO:0032989	cellular component morphogenesis	471	7	2.37	0.00997	2.574e-01	P	AT1G68090, AT1G69500, AT1G70940, AT2G25930, AT4G38400, AT5G15580, AT5G54380	ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, ELF3_ARATH, EXLA2_ARATH, LNG1_ARATH, THE1_ARATH
GO:0006563	L-serine metabolic process	30	2	0.15	0.00998	2.574e-01	P	AT1G22020, AT1G36370	GLYC6_ARATH, GLYC7_ARATH
GO:0044464	cell part	15203	113	90.32	1.4e-07	7.864e-05	C	AT1G01550, AT1G03870, AT1G08090, AT1G08465, AT1G08510, AT1G08630, AT1G09070, AT1G09140, AT1G10200, AT1G10550, AT1G14720, AT1G19180, AT1G19920, AT1G22020, AT1G23080, AT1G24100, AT1G32170, AT1G36370, AT1G42540, AT1G44170, AT1G64660, AT1G66150, AT1G70810, AT1G70940, AT1G72160, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05610, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G18830, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51550, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14130, AT4G14540, AT4G15250, AT4G15920, AT4G18710, AT4G18990, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G35290, AT4G37470, AT4G38400, AT4G38460, AT5G04340, AT5G10770, AT5G15580, AT5G18080, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G39865, AT5G43700, AT5G47240, AT5G49180, AT5G49630, AT5G50100, AT5G52510, AT5G54380, AT5G57110, AT5G57660, AT5G62680, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, XTH33_ARATH, XTH28_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, PIN7_ARATH, U74B1_ARATH, XTH30_ARATH, GLYC7_ARATH, GLR33_ARATH, AL3H1_ARATH, MGL_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, PME21_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, PLT5_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, FERON_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, XTH15_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, KSG7_ARATH, XTH29_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, GLR32_ARATH, KAI2_ARATH, EXLA2_ARATH, GGR_ARATH, ZAT6_ARATH, ASPA_ARATH, LNG1_ARATH, SAU24_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, Y5986_ARATH, IAA4_ARATH, NUDT8_ARATH, PME58_ARATH, AAP6_ARATH, Y5010_ARATH, SCL8_ARATH, THE1_ARATH, ACA8_ARATH, COL5_ARATH, PTR53_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0005623	cell	15233	113	90.5	1.6e-07	7.864e-05	C	AT1G01550, AT1G03870, AT1G08090, AT1G08465, AT1G08510, AT1G08630, AT1G09070, AT1G09140, AT1G10200, AT1G10550, AT1G14720, AT1G19180, AT1G19920, AT1G22020, AT1G23080, AT1G24100, AT1G32170, AT1G36370, AT1G42540, AT1G44170, AT1G64660, AT1G66150, AT1G70810, AT1G70940, AT1G72160, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05610, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G18830, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51550, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14130, AT4G14540, AT4G15250, AT4G15920, AT4G18710, AT4G18990, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G35290, AT4G37470, AT4G38400, AT4G38460, AT5G04340, AT5G10770, AT5G15580, AT5G18080, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G39865, AT5G43700, AT5G47240, AT5G49180, AT5G49630, AT5G50100, AT5G52510, AT5G54380, AT5G57110, AT5G57660, AT5G62680, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, XTH33_ARATH, XTH28_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, PIN7_ARATH, U74B1_ARATH, XTH30_ARATH, GLYC7_ARATH, GLR33_ARATH, AL3H1_ARATH, MGL_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, PME21_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, PLT5_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, FERON_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, XTH15_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, KSG7_ARATH, XTH29_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, GLR32_ARATH, KAI2_ARATH, EXLA2_ARATH, GGR_ARATH, ZAT6_ARATH, ASPA_ARATH, LNG1_ARATH, SAU24_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, Y5986_ARATH, IAA4_ARATH, NUDT8_ARATH, PME58_ARATH, AAP6_ARATH, Y5010_ARATH, SCL8_ARATH, THE1_ARATH, ACA8_ARATH, COL5_ARATH, PTR53_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0071944	cell periphery	3568	38	21.2	0.00014	4.587e-02	C	AT1G01550, AT1G03870, AT1G08090, AT1G09070, AT1G10200, AT1G10550, AT1G14720, AT1G23080, AT1G32170, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT1G72160, AT1G76180, AT2G01420, AT2G36830, AT3G05610, AT3G18830, AT3G21180, AT3G51550, AT3G51895, AT4G14130, AT4G18710, AT4G18990, AT4G25810, AT4G29900, AT4G35100, AT4G35290, AT4G38400, AT5G10770, AT5G18080, AT5G39865, AT5G49180, AT5G49630, AT5G54380, AT5G57110, AT5G62680	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, SRC2_ARATH, WLIM1_ARATH, XTH33_ARATH, XTH28_ARATH, PIN7_ARATH, XTH30_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, ERD14_ARATH, PIN4_ARATH, TIP11_ARATH, PME21_ARATH, PLT5_ARATH, ACA9_ARATH, FERON_ARATH, SUT31_ARATH, XTH15_ARATH, KSG7_ARATH, XTH29_ARATH, XTH23_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, EXLA2_ARATH, ASPA_ARATH, SAU24_ARATH, Y5986_ARATH, PME58_ARATH, AAP6_ARATH, THE1_ARATH, ACA8_ARATH, PTR53_ARATH
GO:0005887	integral component of plasma membrane	267	8	1.59	2e-04	4.915e-02	C	AT1G10550, AT2G36830, AT3G18830, AT3G21180, AT3G51895, AT4G29900, AT4G35100, AT5G57110	XTH33_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, SUT31_ARATH, ACA10_ARATH, PIP27_ARATH, ACA8_ARATH
GO:0031226	intrinsic component of plasma membrane	439	9	2.61	0.00125	1.750e-01	C	AT1G03870, AT1G10550, AT2G36830, AT3G18830, AT3G21180, AT3G51895, AT4G29900, AT4G35100, AT5G57110	FLA9_ARATH, XTH33_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, SUT31_ARATH, ACA10_ARATH, PIP27_ARATH, ACA8_ARATH
